"","itemid","condition","cresp","experiment","item","question","question.acc","question.cresp","question.resp","question.rt","sentence","slide_1.resp","slide_1.rt","subject","trial","trial_abort","roi","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","word","group","spill0len","spill1len","spill2len","spill","NPsubj","NPobj","logTFT","logFPRT","logRPD","wlen"
"140","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","20581638","Abigail wrote that essay with minimal effort using several helpful books.","Y",410,"29","121","0","5",207,1,0,207,371,789,2685,2685,582,164,418,1,1,418,"with ","1",4,3,4,"1","name","demonstrative",6.67076632084587,5.33271879326537,7.89543600694297,4
"141","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","20581638","Abigail wrote that essay with minimal effort using several helpful books.","Y",410,"29","121","0","6",201,1,0,392,392,552,392,3077,160,0,160,0,0,160,"minimal ","1",4,3,4,"1","name","demonstrative",6.31354804627709,5.97126183979046,5.97126183979046,7
"142","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","20581638","Abigail wrote that essay with minimal effort using several helpful books.","Y",410,"29","121","0","7",156,1,0,312,312,648,312,3389,336,0,336,0,0,336,"effort ","1",4,3,4,"1","name","demonstrative",6.47389069635227,5.74300318780948,5.74300318780948,6
"143","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","20581638","Abigail wrote that essay with minimal effort using several helpful books.","Y",410,"29","121","0","9",131,1,0,300,680,680,1594,4983,380,380,0,1,1,380,"several ","1",4,3,4,"2","name","demonstrative",6.52209279817015,5.7037824746562,7.37400185935016,7
"145","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","5853819","Abigail wrote that essay with minimal effort using several helpful books.","Y",763,"33","18","0","10",201,1,201,201,201,201,539,4072,0,0,0,1,1,201,"helpful ","1",4,3,4,"2","name","demonstrative",5.30330490805908,5.30330490805908,6.289715570909,7
"152","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","5853819","Abigail wrote that essay with minimal effort using several helpful books.","Y",763,"33","18","0","8",96,1,96,96,96,96,3345,3345,0,0,0,1,1,96,"using ","1",4,3,4,"2","name","demonstrative",4.56434819146784,4.56434819146784,8.11522197256233,5
"153","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","5853819","Abigail wrote that essay with minimal effort using several helpful books.","Y",763,"33","18","0","9",188,1,188,188,188,188,188,3533,0,0,0,0,0,188,"several ","1",4,3,4,"2","name","demonstrative",5.23644196282995,5.23644196282995,5.23644196282995,7
"154","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","8363558","Abigail wrote that essay with minimal effort using several helpful books.","Y",843,"9","119","0","1",172,1,0,940,940,940,940,940,0,0,0,0,0,940,"Abigail ","1",4,3,4,"9","name","demonstrative",6.84587987526405,6.84587987526405,6.84587987526405,7
"155","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","8363558","Abigail wrote that essay with minimal effort using several helpful books.","Y",843,"9","119","0","10",238,1,238,238,238,238,238,2039,0,0,0,0,0,238,"helpful ","1",4,3,4,"2","name","demonstrative",5.47227067367148,5.47227067367148,5.47227067367148,7
"156","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","8363558","Abigail wrote that essay with minimal effort using several helpful books.","Y",843,"9","119","0","11",271,1,271,271,271,271,271,2310,0,0,0,0,0,271,"books. ","1",4,3,4,"2","name","demonstrative",5.6021188208797,5.6021188208797,5.6021188208797,6
"157","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","8363558","Abigail wrote that essay with minimal effort using several helpful books.","Y",843,"9","119","0","3",267,1,267,267,267,267,267,1207,0,0,0,0,0,267,"that ","1",4,3,4,"0","name","demonstrative",5.58724865840025,5.58724865840025,5.58724865840025,4
"158","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","8363558","Abigail wrote that essay with minimal effort using several helpful books.","Y",843,"9","119","0","5",160,1,160,160,160,160,160,1367,0,0,0,0,0,160,"with ","1",4,3,4,"1","name","demonstrative",5.07517381523383,5.07517381523383,5.07517381523383,4
"159","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","8363558","Abigail wrote that essay with minimal effort using several helpful books.","Y",843,"9","119","0","6",183,1,183,183,183,183,183,1550,0,0,0,0,0,183,"minimal ","1",4,3,4,"1","name","demonstrative",5.20948615284142,5.20948615284142,5.20948615284142,7
"160","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","8363558","Abigail wrote that essay with minimal effort using several helpful books.","Y",843,"9","119","0","7",158,1,158,158,158,158,158,1708,0,0,0,0,0,158,"effort ","1",4,3,4,"1","name","demonstrative",5.06259503302697,5.06259503302697,5.06259503302697,6
"161","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","8363558","Abigail wrote that essay with minimal effort using several helpful books.","Y",843,"9","119","0","8",93,1,93,93,93,93,93,1801,0,0,0,0,0,93,"using ","1",4,3,4,"2","name","demonstrative",4.53259949315326,4.53259949315326,4.53259949315326,5
"164","10b","b","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","9117867","Abigail wrote that essay with minimal effort using several helpful books.","Y",879,"13","111","0","11",86,1,86,86,86,86,3484,3484,0,0,0,1,1,86,"books. ","1",4,3,4,"2","name","demonstrative",4.45434729625351,4.45434729625351,8.15593633797239,6
"174","10c","c","Y","quant","10","Were the books helpful?","0","right trigger","left trigger","459851","Some novelist wrote each essay with minimal effort using several helpful books.","Y",652,"2","53","0","10",171,1,171,171,171,171,171,3137,0,0,0,0,0,171,"several ","3",5,3,4,"2","existential","universal",5.14166355650266,5.14166355650266,5.14166355650266,7
"175","10c","c","Y","quant","10","Were the books helpful?","0","right trigger","left trigger","459851","Some novelist wrote each essay with minimal effort using several helpful books.","Y",652,"2","53","0","11",180,1,180,180,180,180,694,3831,0,0,0,1,1,180,"helpful ","3",5,3,4,"2","existential","universal",5.19295685089021,5.19295685089021,6.5424719605068,7
"180","10c","c","Y","quant","10","Were the books helpful?","0","right trigger","left trigger","459851","Some novelist wrote each essay with minimal effort using several helpful books.","Y",652,"2","53","0","8",267,1,0,267,408,408,2966,2966,141,141,0,1,1,141,"effort ","3",5,3,4,"1","existential","universal",6.01126717440416,5.58724865840025,7.99496952269788,6
"183","10c","c","Y","quant","10","Were the books helpful?","0","right trigger","left trigger","581514","Some novelist wrote each essay with minimal effort using several helpful books.","Y",743,"22","84","0","11",212,1,0,212,212,529,309,2959,317,0,317,1,2,317,"helpful ","3",5,3,4,"2","existential","universal",6.2709884318583,5.35658627467201,5.73334127689775,7
"184","10c","c","Y","quant","10","Were the books helpful?","0","right trigger","left trigger","581514","Some novelist wrote each essay with minimal effort using several helpful books.","Y",743,"22","84","0","12",285,1,285,285,285,285,972,3931,0,0,0,1,1,285,"books. ","3",5,3,4,"2","existential","universal",5.65248918026865,5.65248918026865,6.87935580446044,6
"191","10c","c","Y","quant","10","Were the books helpful?","0","right trigger","left trigger","581514","Some novelist wrote each essay with minimal effort using several helpful books.","Y",743,"22","84","0","8",15,1,15,15,15,15,2451,2451,0,0,0,1,1,15,"effort ","3",5,3,4,"1","existential","universal",2.70805020110221,2.70805020110221,7.80425138352811,6
"192","10c","c","Y","quant","10","Were the books helpful?","0","right trigger","left trigger","581514","Some novelist wrote each essay with minimal effort using several helpful books.","Y",743,"22","84","0","9",199,1,199,199,199,199,199,2650,0,0,0,0,0,199,"using ","3",5,3,4,"2","existential","universal",5.29330482472449,5.29330482472449,5.29330482472449,5
"193","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","122164","Some novelist wrote each essay with minimal effort using several helpful books.","Y",65,"30","75","0","1",169,1,0,1145,1145,1145,1145,1145,0,0,0,0,0,1145,"Some ","3",5,3,4,"9","existential","universal",7.04315991598834,7.04315991598834,7.04315991598834,4
"194","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","122164","Some novelist wrote each essay with minimal effort using several helpful books.","Y",65,"30","75","0","10",413,1,413,413,413,413,765,2996,0,0,0,1,1,413,"several ","3",5,3,4,"2","existential","universal",6.02344759296103,6.02344759296103,6.63987583382654,7
"195","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","122164","Some novelist wrote each essay with minimal effort using several helpful books.","Y",65,"30","75","0","11",51,1,51,51,51,51,51,3047,0,0,0,0,0,51,"helpful ","3",5,3,4,"2","existential","universal",3.93182563272433,3.93182563272433,3.93182563272433,7
"196","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","122164","Some novelist wrote each essay with minimal effort using several helpful books.","Y",65,"30","75","0","3",197,1,0,197,197,351,197,1342,154,0,154,0,0,154,"wrote ","3",5,3,4,"9","existential","universal",5.86078622346587,5.28320372873799,5.28320372873799,5
"197","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","122164","Some novelist wrote each essay with minimal effort using several helpful books.","Y",65,"30","75","0","4",328,1,0,328,328,526,328,1670,198,0,198,0,0,198,"each ","3",5,3,4,"0","existential","universal",6.26530121273771,5.79301360838414,5.79301360838414,4
"198","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","122164","Some novelist wrote each essay with minimal effort using several helpful books.","Y",65,"30","75","0","5",115,1,115,115,115,115,115,1785,0,0,0,0,0,115,"essay ","3",5,3,4,"0","existential","universal",4.74493212836325,4.74493212836325,4.74493212836325,5
"199","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","122164","Some novelist wrote each essay with minimal effort using several helpful books.","Y",65,"30","75","0","7",197,1,197,197,197,197,197,1982,0,0,0,0,0,197,"minimal ","3",5,3,4,"1","existential","universal",5.28320372873799,5.28320372873799,5.28320372873799,7
"200","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","122164","Some novelist wrote each essay with minimal effort using several helpful books.","Y",65,"30","75","0","8",249,1,249,249,249,249,249,2231,0,0,0,0,0,249,"effort ","3",5,3,4,"1","existential","universal",5.51745289646471,5.51745289646471,5.51745289646471,6
"201","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","12316327","Some novelist wrote each essay with minimal effort using several helpful books.","Y",56,"14","104","0","1",144,1,0,1100,1100,1100,1100,1100,0,0,0,0,0,1100,"Some ","3",5,3,4,"9","existential","universal",7.00306545878646,7.00306545878646,7.00306545878646,4
"203","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","12316327","Some novelist wrote each essay with minimal effort using several helpful books.","Y",56,"14","104","0","11",148,1,0,148,639,639,2466,5207,491,491,0,3,3,176,"helpful ","3",5,3,4,"2","existential","universal",6.45990445437753,4.99721227376411,7.81035268372429,7
"204","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","12316327","Some novelist wrote each essay with minimal effort using several helpful books.","Y",56,"14","104","0","2",263,1,0,433,433,669,433,1533,236,0,236,0,0,236,"novelist ","3",5,3,4,"9","existential","universal",6.50578406012823,6.07073772800249,6.07073772800249,8
"205","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","12316327","Some novelist wrote each essay with minimal effort using several helpful books.","Y",56,"14","104","0","3",179,1,0,179,179,354,179,1712,175,0,175,0,0,175,"wrote ","3",5,3,4,"9","existential","universal",5.86929691313377,5.18738580584075,5.18738580584075,5
"206","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","12316327","Some novelist wrote each essay with minimal effort using several helpful books.","Y",56,"14","104","0","4",353,1,353,353,353,353,353,2065,0,0,0,0,0,353,"each ","3",5,3,4,"0","existential","universal",5.8664680569333,5.8664680569333,5.8664680569333,4
"209","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","12316327","Some novelist wrote each essay with minimal effort using several helpful books.","Y",56,"14","104","0","7",201,1,0,201,201,543,361,2426,342,0,342,1,1,171,"minimal ","3",5,3,4,"1","existential","universal",6.29710931993394,5.30330490805908,5.88887795833288,7
"210","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","12316327","Some novelist wrote each essay with minimal effort using several helpful books.","Y",56,"14","104","0","8",315,1,0,315,315,496,315,2741,181,0,181,0,1,181,"effort ","3",5,3,4,"1","existential","universal",6.20657592672493,5.75257263882563,5.75257263882563,6
"211","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","1555322","Some novelist wrote each essay with minimal effort using several helpful books.","Y",240,"10","51","0","1",116,1,0,1735,1735,1930,1735,1735,195,0,195,0,0,195,"Some ","3",5,3,4,"9","existential","universal",7.56527528189893,7.45876269238096,7.45876269238096,4
"213","10c","c","Y","quant","10","Were the books helpful?","1","right trigger","right trigger","1555322","Some novelist wrote each essay with minimal effort using several helpful books.","Y",240,"10","51","0","11",203,1,0,203,345,345,1166,4391,142,142,0,2,2,142,"helpful ","3",5,3,4,"2","existential","universal",5.84354441703136,5.31320597904179,7.06133436691044,7
