"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","label","correctAnswer","correct"
5738,74,"single-stim",11,146343,"0.0-11.0","7CTqq","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
7212,74,"single-stim",12,154557,"0.0-12.0","7CTqq","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
4808,70,"single-stim",13,160367,"0.0-13.0","7CTqq","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,161369,"0.0-14.0","7CTqq"," ","",NA,""
12753,32,"text",0,12763,"0.0-0.0","7O5kB","","",NA,""
29826,70,"single-stim",1,43613,"0.0-1.0","7O5kB","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
11609,32,"text",2,56231,"0.0-2.0","7O5kB","","",NA,""
11592,32,"text",3,68838,"0.0-3.0","7O5kB","","",NA,""
10069,32,"text",4,79911,"0.0-4.0","7O5kB","","",NA,""
8627,32,"text",5,89542,"0.0-5.0","7O5kB","","",NA,""
4894,32,"text",6,95441,"0.0-6.0","7O5kB","","",NA,""
10314,32,"text",7,106773,"0.0-7.0","7O5kB","","",NA,""
6834,32,"text",8,114615,"0.0-8.0","7O5kB","","",NA,""
12088,70,"single-stim",9,127705,"0.0-9.0","7O5kB","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
15112,74,"single-stim",10,143827,"0.0-10.0","7O5kB","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
11089,74,"single-stim",11,155917,"0.0-11.0","7O5kB","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
10893,74,"single-stim",12,167823,"0.0-12.0","7O5kB","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
16827,70,"single-stim",13,185663,"0.0-13.0","7O5kB","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,186678,"0.0-14.0","7O5kB"," ","",NA,""
8881,32,"text",0,8890,"0.0-0.0","8xTd7","","",NA,""
29153,70,"single-stim",1,39062,"0.0-1.0","8xTd7","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
8951,32,"text",2,49015,"0.0-2.0","8xTd7","","",NA,""
15350,32,"text",3,65367,"0.0-3.0","8xTd7","","",NA,""
5971,32,"text",4,72339,"0.0-4.0","8xTd7","","",NA,""
3681,32,"text",5,77021,"0.0-5.0","8xTd7","","",NA,""
3988,32,"text",6,82009,"0.0-6.0","8xTd7","","",NA,""
5495,32,"text",7,88506,"0.0-7.0","8xTd7","","",NA,""
4489,32,"text",8,93996,"0.0-8.0","8xTd7","","",NA,""
11827,74,"single-stim",9,106827,"0.0-9.0","8xTd7","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
11981,70,"single-stim",10,119812,"0.0-10.0","8xTd7","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
6091,70,"single-stim",11,126905,"0.0-11.0","8xTd7","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
12709,74,"single-stim",12,140616,"0.0-12.0","8xTd7","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
13939,70,"single-stim",13,155557,"0.0-13.0","8xTd7","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,156562,"0.0-14.0","8xTd7"," ","",NA,""
10202,32,"text",0,10208,"0.0-0.0","9otDp","","",NA,""
17146,70,"single-stim",1,28371,"0.0-1.0","9otDp","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
5581,32,"text",2,34956,"0.0-2.0","9otDp","","",NA,""
12805,32,"text",3,48763,"0.0-3.0","9otDp","","",NA,""
15506,32,"text",4,65270,"0.0-4.0","9otDp","","",NA,""
12671,32,"text",5,78942,"0.0-5.0","9otDp","","",NA,""
6118,32,"text",6,86064,"0.0-6.0","9otDp","","",NA,""
8366,32,"text",7,95430,"0.0-7.0","9otDp","","",NA,""
4678,32,"text",8,101109,"0.0-8.0","9otDp","","",NA,""
9584,70,"single-stim",9,111695,"0.0-9.0","9otDp","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
14892,74,"single-stim",10,127589,"0.0-10.0","9otDp","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
17410,70,"single-stim",11,146001,"0.0-11.0","9otDp","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
10168,74,"single-stim",12,157170,"0.0-12.0","9otDp","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
10989,74,"single-stim",13,169161,"0.0-13.0","9otDp","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,170170,"0.0-14.0","9otDp"," ","",NA,""
6780,32,"text",0,6787,"0.0-0.0","9UpNk","","",NA,""
18278,70,"single-stim",1,26086,"0.0-1.0","9UpNk","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
5067,32,"text",2,32173,"0.0-2.0","9UpNk","","",NA,""
9874,32,"text",3,43053,"0.0-3.0","9UpNk","","",NA,""
3986,32,"text",4,48060,"0.0-4.0","9UpNk","","",NA,""
7585,32,"text",5,56660,"0.0-5.0","9UpNk","","",NA,""
3159,32,"text",6,60828,"0.0-6.0","9UpNk","","",NA,""
4276,32,"text",7,66116,"0.0-7.0","9UpNk","","",NA,""
2419,32,"text",8,69556,"0.0-8.0","9UpNk","","",NA,""
12354,70,"single-stim",9,82932,"0.0-9.0","9UpNk","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
7035,70,"single-stim",10,90988,"0.0-10.0","9UpNk","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
6564,74,"single-stim",11,98580,"0.0-11.0","9UpNk","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
8394,74,"single-stim",12,107987,"0.0-12.0","9UpNk","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
8796,70,"single-stim",13,117811,"0.0-13.0","9UpNk","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,118830,"0.0-14.0","9UpNk"," ","",NA,""
9728,32,"text",0,9732,"0.0-0.0","A3Np3","","",NA,""
20979,74,"single-stim",1,31721,"0.0-1.0","A3Np3","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
10709,32,"text",2,43432,"0.0-2.0","A3Np3","","",NA,""
12574,32,"text",3,57007,"0.0-3.0","A3Np3","","",NA,""
16324,32,"text",4,74334,"0.0-4.0","A3Np3","","",NA,""
5735,32,"text",5,81070,"0.0-5.0","A3Np3","","",NA,""
6007,32,"text",6,88078,"0.0-6.0","A3Np3","","",NA,""
7655,32,"text",7,96734,"0.0-7.0","A3Np3","","",NA,""
8200,32,"text",8,105935,"0.0-8.0","A3Np3","","",NA,""
12651,70,"single-stim",9,119591,"0.0-9.0","A3Np3","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
10276,74,"single-stim",10,130871,"0.0-10.0","A3Np3","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
8117,74,"single-stim",11,139989,"0.0-11.0","A3Np3","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
