subject,trial_index,trial_type,list,responses,subject,trial_index,trial_type,list,Type,Sentence,Response,item,cond,repeatability,IlluBare,quantifier,ellipsis,additive,Fill1,Fill2
3qjBZ,104,survey-likert,3,,3qjBZ,104,survey-likert,3,item,This year fewer reporters have bought lottery tickets than cameramen have.,7,37,7,GEN,BARE,FEW,ELLIP,notjust,,
3qjBZ,106,survey-likert,3,,3qjBZ,106,survey-likert,3,item,Fewer photographers won their third Pulitzer this year than professors did.,7,5,7,EPI,BARE,FEW,ELLIP,notjust,,
3qjBZ,111,survey-likert,3,,3qjBZ,111,survey-likert,3,item,For vacation more Europeans travel to New Zealand than Vanessa does.,3,35,1,GEN,ILLU,MORE,ELLIP,justme,,
3qjBZ,113,survey-likert,3,,3qjBZ,113,survey-likert,3,item,Last year fewer new bands had their first stadium show than well-known bands did.,7,21,7,EPI,BARE,FEW,ELLIP,notjust,,
3qjBZ,114,survey-likert,3,,3qjBZ,114,survey-likert,3,item,Fewer Texans ran for Governor in the last election season than Alaskans ran for Mayor.,7,20,8,EPI,BARE,FEW,NON,notjust,,
3qjBZ,116,survey-likert,3,,3qjBZ,116,survey-likert,3,item,This season more freshmen attended away games than sophomores attended home games.,7,38,6,GEN,BARE,MORE,NON,notjust,,
3qjBZ,117,survey-likert,3,,3qjBZ,117,survey-likert,3,item,More grandparents lose money at the casino than the young parent does.,4,43,1,GEN,ILLU,MORE,ELLIP,notjust,,
3qjBZ,123,survey-likert,3,,3qjBZ,123,survey-likert,3,item,More boys got an A on the exam yesterday than she did.,4,3,1,EPI,ILLU,MORE,ELLIP,notjust,,
3qjBZ,131,survey-likert,3,,3qjBZ,131,survey-likert,3,item,Fewer students get involved with team sports than the teacher does.,4,33,3,GEN,ILLU,FEW,ELLIP,notjust,,
3qjBZ,133,survey-likert,3,,3qjBZ,133,survey-likert,3,item,Fewer undergrads call their families during the week than grad students call their best friends.,7,44,8,GEN,BARE,FEW,NON,notjust,,
3qjBZ,136,survey-likert,3,,3qjBZ,136,survey-likert,3,item,This fall more teenage boys got their first car than Marissa got a new scooter.,4,18,2,EPI,ILLU,MORE,NON,notjust,,
3qjBZ,143,survey-likert,3,,3qjBZ,143,survey-likert,3,item,More workers were laid off from the plant than managers were.,7,15,5,EPI,BARE,MORE,ELLIP,notjust,,
3qjBZ,152,survey-likert,3,,3qjBZ,152,survey-likert,3,item,Fewer youngsters wear red overalls to school than Amos wears blue corduroys to work.,3,40,4,GEN,ILLU,FEW,NON,justme,,
3qjBZ,155,survey-likert,3,,3qjBZ,155,survey-likert,3,item,Last summer more 5-year-olds learned to ride a bike than 6-year-olds learned to swim.,7,14,6,EPI,BARE,MORE,NON,notjust,,
3qjBZ,157,survey-likert,3,,3qjBZ,157,survey-likert,3,item,This year more firemen have retired from service than Alfred has.,3,11,1,EPI,ILLU,MORE,ELLIP,justme,,
3qjBZ,158,survey-likert,3,,3qjBZ,158,survey-likert,3,item,This week more writers published their first book than photographers did.,7,23,5,EPI,BARE,MORE,ELLIP,notjust,,
3qjBZ,173,survey-likert,3,,3qjBZ,173,survey-likert,3,item,Fewer women have been treated at this hospital than men have.,7,45,7,GEN,BARE,FEW,ELLIP,notjust,,
3qjBZ,175,survey-likert,3,,3qjBZ,175,survey-likert,3,item,This year fewer senior professors ran for president than Richard ran for chairman.,3,16,4,EPI,ILLU,FEW,NON,justme,,
3qjBZ,176,survey-likert,3,,3qjBZ,176,survey-likert,3,item,More Swiss teenagers open checking accounts than Ezra opens savings accounts.,3,34,2,GEN,ILLU,MORE,NON,justme,,
3qjBZ,180,survey-likert,3,,3qjBZ,180,survey-likert,3,item,Fewer Californians have cheated on their taxes than university students have cheated on their exams.,7,36,8,GEN,BARE,FEW,NON,notjust,,
3qjBZ,187,survey-likert,3,,3qjBZ,187,survey-likert,3,item,These days fewer customers call to complain than the shareholder does.,3,41,3,GEN,ILLU,FEW,ELLIP,notjust,,
3qjBZ,192,survey-likert,3,,3qjBZ,192,survey-likert,3,item,More Midwesterners learned to drive last year than Michael did.,3,19,1,EPI,ILLU,MORE,ELLIP,justme,,
3xIX0,2,survey-likert,4,,3xIX0,2,survey-likert,4,item,More youngsters wear red overalls to school than teachers do.,6,40,5,GEN,BARE,MORE,ELLIP,notjust,,
3xIX0,8,survey-likert,4,,3xIX0,8,survey-likert,4,item,More boys got an A on the exam yesterday than she got a B on the assignment.,2,3,2,EPI,ILLU,MORE,NON,notjust,,
3xIX0,12,survey-likert,4,,3xIX0,12,survey-likert,4,item,These days fewer customers call to complain than the shareholder calls to offer praise.,1,41,4,GEN,ILLU,FEW,NON,notjust,,
3xIX0,13,survey-likert,4,,3xIX0,13,survey-likert,4,item,More Americans began law school this week than Canadians began medical school.,3,7,6,EPI,BARE,MORE,NON,notjust,,
3xIX0,14,survey-likert,4,,3xIX0,14,survey-likert,4,item,More plumbers receive employee health benefits than carpenters receive retirement benefits.,5,39,6,GEN,BARE,MORE,NON,notjust,,
3xIX0,18,survey-likert,4,,3xIX0,18,survey-likert,4,item,This year more firemen have retired from service than Alfred has retired from medical practice.,1,11,2,EPI,ILLU,MORE,NON,justme,,
3xIX0,22,survey-likert,4,,3xIX0,22,survey-likert,4,item,Fewer gym instructors won a marathon yesterday than lawyers did.,1,6,7,EPI,BARE,FEW,ELLIP,notjust,,
3xIX0,28,survey-likert,4,,3xIX0,28,survey-likert,4,item,Fewer lawyers go to the gym on weekends than Adelle goes to the pool.,4,25,4,GEN,ILLU,FEW,NON,justme,,
3xIX0,32,survey-likert,4,,3xIX0,32,survey-likert,4,item,More sophomores have attended departmental Open Houses than seniors have attended orientation.,5,47,6,GEN,BARE,MORE,NON,notjust,,
3xIX0,35,survey-likert,4,,3xIX0,35,survey-likert,4,item,Fewer women have been treated at this hospital than men have been fed at that diner.,3,45,8,GEN,BARE,FEW,NON,notjust,,
3xIX0,38,survey-likert,4,,3xIX0,38,survey-likert,4,item,This year more seniors had their left hip replaced than young adults did.,6,24,5,EPI,BARE,MORE,ELLIP,notjust,,
3xIX0,45,survey-likert,4,,3xIX0,45,survey-likert,4,item,Fewer tycoons opened a new hotel this morning than heiresses did.,1,22,7,EPI,BARE,FEW,ELLIP,notjust,,
3xIX0,46,survey-likert,4,,3xIX0,46,survey-likert,4,item,More neighborhood boys take swimming lessons than out-of-towners do.,5,48,5,GEN,BARE,MORE,ELLIP,notjust,,
3xIX0,50,survey-likert,4,,3xIX0,50,survey-likert,4,item,Fewer Swiss teenagers open checking accounts than Ezra does.,1,34,3,GEN,ILLU,FEW,ELLIP,justme,,
3xIX0,51,survey-likert,4,,3xIX0,51,survey-likert,4,item,More mathematicians have solved this puzzle than the philosopher has.,4,12,1,EPI,ILLU,MORE,ELLIP,notjust,,
3xIX0,56,survey-likert,4,,3xIX0,56,survey-likert,4,item,More workers were laid off from the plant than managers were fired from the factory.,6,15,6,EPI,BARE,MORE,NON,notjust,,
3xIX0,60,survey-likert,4,,3xIX0,60,survey-likert,4,item,This semester fewer foreign applicants got into Stanford than Marie did.,2,2,3,EPI,ILLU,FEW,ELLIP,notjust,,
3xIX0,62,survey-likert,4,,3xIX0,62,survey-likert,4,item,This month more one-year-olds took their first steps than 10-month-olds did.,7,8,5,EPI,BARE,MORE,ELLIP,notjust,,
3xIX0,68,survey-likert,4,,3xIX0,68,survey-likert,4,item,Fewer Australian students have taken a year off than Korean students have.,6,46,7,GEN,BARE,FEW,ELLIP,notjust,,
3xIX0,73,survey-likert,4,,3xIX0,73,survey-likert,4,item,More kids go to camp in the summer than Martha's son does.,4,28,1,GEN,ILLU,MORE,ELLIP,justme,,
3xIX0,77,survey-likert,4,,3xIX0,77,survey-likert,4,item,More Midwesterners learned to drive last year than Michael learned to sail.,2,19,2,EPI,ILLU,MORE,NON,justme,,
3xIX0,85,survey-likert,4,,3xIX0,85,survey-likert,4,item,Fewer biologists travel to the Pacific Islands than anthropologists do.,6,30,7,GEN,BARE,FEW,ELLIP,notjust,,
3xIX0,86,survey-likert,4,,3xIX0,86,survey-likert,4,item,More grandparents lose money at the casino than the young parent loses money at the horse races.,2,43,2,GEN,ILLU,MORE,NON,notjust,,
3xIX0,87,survey-likert,4,,3xIX0,87,survey-likert,4,item,Fewer 18-year-olds voted in this election than Amy's father did.,1,10,3,EPI,ILLU,FEW,ELLIP,notjust,,
3xIX0,89,survey-likert,4,,3xIX0,89,survey-likert,4,item,This season fewer freshmen attended away games than sophomores did.,6,38,7,GEN,BARE,FEW,ELLIP,notjust,,
3xIX0,90,survey-likert,4,,3xIX0,90,survey-likert,4,item,Today fewer Brazilians immigrated to Japan than Peter's mother immigrated to the USA.,2,9,4,EPI,ILLU,FEW,NON,justme,,
3xIX0,101,survey-likert,4,,3xIX0,101,survey-likert,4,item,At school fewer boys get in trouble for fighting than Lisa does.,1,26,3,GEN,ILLU,FEW,ELLIP,notjust,,
3xIX0,106,survey-likert,4,,3xIX0,106,survey-likert,4,item,Fewer girls had their tonsils removed over the summer break than the boy had braces fitted.,3,17,4,EPI,ILLU,FEW,NON,notjust,,
3xIX0,111,survey-likert,4,,3xIX0,111,survey-likert,4,item,This fall fewer teenage boys got their first car than Marissa did.,1,18,3,EPI,ILLU,FEW,ELLIP,notjust,,
3xIX0,113,survey-likert,4,,3xIX0,113,survey-likert,4,item,These days more farmers gamble in Vegas than waitresses do.,7,32,5,GEN,BARE,MORE,ELLIP,notjust,,
3xIX0,116,survey-likert,4,,3xIX0,116,survey-likert,4,item,Fewer teenage boys skip school on Wednesdays than Julie does.,4,42,3,GEN,ILLU,FEW,ELLIP,justme,,
3xIX0,117,survey-likert,4,,3xIX0,117,survey-likert,4,item,Fewer girls graduated from high school last year than John graduated from college.,1,1,4,EPI,ILLU,FEW,NON,notjust,,
3xIX0,121,survey-likert,4,,3xIX0,121,survey-likert,4,item,Last year fewer new bands had their first stadium show than well-known bands had their first open air concert.,2,21,8,EPI,BARE,FEW,NON,notjust,,
3xIX0,133,survey-likert,4,,3xIX0,133,survey-likert,4,item,This week more writers published their first book than photographers published their first photo essay.,6,23,6,EPI,BARE,MORE,NON,notjust,,
3xIX0,135,survey-likert,4,,3xIX0,135,survey-likert,4,item,For vacation more Europeans travel to New Zealand than Vanessa travels to Africa.,2,35,2,GEN,ILLU,MORE,NON,justme,,
3xIX0,142,survey-likert,4,,3xIX0,142,survey-likert,4,item,Fewer students get involved with team sports than the teacher gets involved in community service.,4,33,4,GEN,ILLU,FEW,NON,notjust,,
3xIX0,149,survey-likert,4,,3xIX0,149,survey-likert,4,item,Last month more couples had their second child than Sandra's sister did.,2,4,1,EPI,ILLU,MORE,ELLIP,notjust,,
3xIX0,153,survey-likert,4,,3xIX0,153,survey-likert,4,item,More acrobats have performed on this stage than jugglers have performed in the circus.,7,31,6,GEN,BARE,MORE,NON,notjust,,
3xIX0,157,survey-likert,4,,3xIX0,157,survey-likert,4,item,More Texans ran for Governor in the last election season than Sarah did.,3,20,1,EPI,ILLU,MORE,ELLIP,justme,,
3xIX0,160,survey-likert,4,,3xIX0,160,survey-likert,4,item,Fewer photographers won their third Pulitzer this year than professors won their third Nobel.,1,5,8,EPI,BARE,FEW,NON,notjust,,
3xIX0,162,survey-likert,4,,3xIX0,162,survey-likert,4,item,This year fewer reporters have bought lottery tickets than cameramen have bought stocks.,2,37,8,GEN,BARE,FEW,NON,notjust,,
3xIX0,163,survey-likert,4,,3xIX0,163,survey-likert,4,item,More Californians have cheated on their taxes than she has.,2,36,1,GEN,ILLU,MORE,ELLIP,justme,,
3xIX0,172,survey-likert,4,,3xIX0,172,survey-likert,4,item,Fewer Canadians named their first son Enrique than Mexicans named their second son Leon.,5,13,8,EPI,BARE,FEW,NON,notjust,,
3xIX0,175,survey-likert,4,,3xIX0,175,survey-likert,4,item,More undergrads call their families during the week than the grad student does.,4,44,1,GEN,ILLU,MORE,ELLIP,notjust,,
3xIX0,179,survey-likert,4,,3xIX0,179,survey-likert,4,item,This year more senior professors ran for president than junior professors did.,7,16,5,EPI,BARE,MORE,ELLIP,notjust,,
3xIX0,184,survey-likert,4,,3xIX0,184,survey-likert,4,item,Last summer fewer 5-year-olds learned to ride a bike than 6-year-olds did.,6,14,7,EPI,BARE,FEW,ELLIP,notjust,,
3xIX0,190,survey-likert,4,,3xIX0,190,survey-likert,4,item,More commuters take the train on the weekend than Donald takes the bus.,4,27,2,GEN,ILLU,MORE,NON,justme,,
3xIX0,192,survey-likert,4,,3xIX0,192,survey-likert,4,item,Fewer Canadians play hockey in the winter than Americans play racquetball.,7,29,8,GEN,BARE,FEW,NON,notjust,,
5WXBP,11,survey-likert,2,,5WXBP,11,survey-likert,2,item,Last month fewer couples had their second child than single parents did.,4,4,7,EPI,BARE,FEW,ELLIP,notjust,,
5WXBP,12,survey-likert,2,,5WXBP,12,survey-likert,2,item,More Canadians named their first son Enrique than Mexicans named their second son Leon.,3,13,6,EPI,BARE,MORE,NON,notjust,,
5WXBP,18,survey-likert,2,,5WXBP,18,survey-likert,2,item,More photographers won their third Pulitzer this year than professors won their third Nobel.,4,5,6,EPI,BARE,MORE,NON,notjust,,
5WXBP,19,survey-likert,2,,5WXBP,19,survey-likert,2,item,More 18-year-olds voted in this election than Amy's father did.,6,10,1,EPI,ILLU,MORE,ELLIP,notjust,,
5WXBP,24,survey-likert,2,,5WXBP,24,survey-likert,2,item,More Australian students have taken a year off than Korean students have.,5,46,5,GEN,BARE,MORE,ELLIP,notjust,,
5WXBP,28,survey-likert,2,,5WXBP,28,survey-likert,2,item,This week fewer writers published their first book than the photographer published his first photo essay.,2,23,4,EPI,ILLU,FEW,NON,notjust,,
5WXBP,34,survey-likert,2,,5WXBP,34,survey-likert,2,item,This month fewer one-year-olds took their first steps than Sally did.,1,8,3,EPI,ILLU,FEW,ELLIP,justme,,
5WXBP,49,survey-likert,2,,5WXBP,49,survey-likert,2,item,Fewer Californians have cheated on their taxes than university students have.,6,36,7,GEN,BARE,FEW,ELLIP,notjust,,
5WXBP,57,survey-likert,2,,5WXBP,57,survey-likert,2,item,More girls graduated from high school last year than John graduated from college.,3,1,2,EPI,ILLU,MORE,NON,notjust,,
5WXBP,58,survey-likert,2,,5WXBP,58,survey-likert,2,item,Today more Brazilians immigrated to Japan than Peter's mother immigrated to the USA.,3,9,2,EPI,ILLU,MORE,NON,justme,,
5WXBP,61,survey-likert,2,,5WXBP,61,survey-likert,2,item,Fewer workers were laid off from the plant than the manager was fired from the factory.,3,15,4,EPI,ILLU,FEW,NON,notjust,,
5WXBP,62,survey-likert,2,,5WXBP,62,survey-likert,2,item,More gym instructors won a marathon yesterday than lawyers did.,4,6,5,EPI,BARE,MORE,ELLIP,notjust,,
5WXBP,65,survey-likert,2,,5WXBP,65,survey-likert,2,item,This year more reporters have bought lottery tickets than cameramen have bought stocks.,7,37,6,GEN,BARE,MORE,NON,notjust,,
5WXBP,69,survey-likert,2,,5WXBP,69,survey-likert,2,item,More women have been treated at this hospital than men have been fed at that diner.,7,45,6,GEN,BARE,MORE,NON,notjust,,
5WXBP,73,survey-likert,2,,5WXBP,73,survey-likert,2,item,More lawyers go to the gym on weekends than Adelle goes to the pool.,4,25,2,GEN,ILLU,MORE,NON,justme,,
5WXBP,76,survey-likert,2,,5WXBP,76,survey-likert,2,item,Fewer Midwesterners learned to drive last year than Californians learned to sail.,7,19,8,EPI,BARE,FEW,NON,notjust,,
5WXBP,77,survey-likert,2,,5WXBP,77,survey-likert,2,item,Fewer Texans ran for Governor in the last election season than Alaskans did.,6,20,7,EPI,BARE,FEW,ELLIP,notjust,,
5WXBP,79,survey-likert,2,,5WXBP,79,survey-likert,2,item,This season more freshmen attended away games than sophomores did.,7,38,5,GEN,BARE,MORE,ELLIP,notjust,,
5WXBP,83,survey-likert,2,,5WXBP,83,survey-likert,2,item,Fewer youngsters wear red overalls to school than Amos does.,1,40,3,GEN,ILLU,FEW,ELLIP,justme,,
5WXBP,89,survey-likert,2,,5WXBP,89,survey-likert,2,item,Fewer sophomores have attended departmental Open Houses than Parker has attended orientation.,2,47,4,GEN,ILLU,FEW,NON,justme,,
5WXBP,91,survey-likert,2,,5WXBP,91,survey-likert,2,item,More girls had their tonsils removed over the summer break than the boy had braces fitted.,3,17,2,EPI,ILLU,MORE,NON,notjust,,
5WXBP,93,survey-likert,2,,5WXBP,93,survey-likert,2,item,More biologists travel to the Pacific Islands than anthropologists do.,7,30,5,GEN,BARE,MORE,ELLIP,notjust,,
5WXBP,102,survey-likert,2,,5WXBP,102,survey-likert,2,item,This year fewer firemen have retired from service than doctors have retired from medical practice.,6,11,8,EPI,BARE,FEW,NON,notjust,,
5WXBP,106,survey-likert,2,,5WXBP,106,survey-likert,2,item,Fewer kids go to camp in the summer than teenagers do.,7,28,7,GEN,BARE,FEW,ELLIP,notjust,,
5WXBP,107,survey-likert,2,,5WXBP,107,survey-likert,2,item,Last year more new bands had their first stadium show than well-known bands had their first open air concert.,7,21,6,EPI,BARE,MORE,NON,notjust,,
5WXBP,110,survey-likert,2,,5WXBP,110,survey-likert,2,item,This fall more teenage boys got their first car than Marissa did.,4,18,1,EPI,ILLU,MORE,ELLIP,notjust,,
5WXBP,114,survey-likert,2,,5WXBP,114,survey-likert,2,item,More tycoons opened a new hotel this morning than heiresses did.,3,22,5,EPI,BARE,MORE,ELLIP,notjust,,
5WXBP,116,survey-likert,2,,5WXBP,116,survey-likert,2,item,Fewer boys got an A on the exam yesterday than girls got a B on the assignment.,6,3,8,EPI,BARE,FEW,NON,notjust,,
5WXBP,129,survey-likert,2,,5WXBP,129,survey-likert,2,item,Last summer more 5-year-olds learned to ride a bike than 6-year-olds did.,6,14,5,EPI,BARE,MORE,ELLIP,notjust,,
5WXBP,133,survey-likert,2,,5WXBP,133,survey-likert,2,item,Fewer Americans began law school this week than Megan began medical school.,1,7,4,EPI,ILLU,FEW,NON,justme,,
5WXBP,136,survey-likert,2,,5WXBP,136,survey-likert,2,item,More Canadians play hockey in the winter than Americans play racquetball.,6,29,6,GEN,BARE,MORE,NON,notjust,,
5WXBP,139,survey-likert,2,,5WXBP,139,survey-likert,2,item,Fewer commuters take the train on the weekend than tourists take the bus.,6,27,8,GEN,BARE,FEW,NON,notjust,,
5WXBP,142,survey-likert,2,,5WXBP,142,survey-likert,2,item,This year fewer seniors had their left hip replaced than Timothy did.,4,24,3,EPI,ILLU,FEW,ELLIP,justme,,
5WXBP,147,survey-likert,2,,5WXBP,147,survey-likert,2,item,Fewer acrobats have performed on this stage than the juggler has performed in the circus.,4,31,4,GEN,ILLU,FEW,NON,notjust,,
